latitude,longitude,site,landcover
-24.440111247249103,33.00709929988141,Chokwe,Light vegetation
-24.439736829700536,33.00246821847254,Chokwe,Light vegetation
-24.43712020000904,32.99669472617064,Chokwe,Light vegetation
-24.42375734262394,32.92712595667778,Chokwe,Light vegetation
-24.432950035345133,32.92475376030297,Chokwe,Light vegetation
-24.43350952307007,32.92907335141785,Chokwe,Light vegetation
-24.440473793452885,32.92549682793752,Chokwe,Light vegetation
-24.49712668464649,32.8835304796924,Chokwe,Light vegetation
-24.493648647798047,32.88143284245189,Chokwe,Light vegetation
-24.496776868560406,32.887955793343735,Chokwe,Light vegetation
-24.496584842189243,32.891890129374886,Chokwe,Light vegetation
-24.493285788485203,32.89425766873307,Chokwe,Light vegetation
-24.490208190605788,32.891243245051854,Chokwe,Light vegetation
-24.485939858190715,32.88595636454585,Chokwe,Light vegetation
-24.496689306501093,32.89633779664979,Chokwe,Light vegetation
-24.486964457918038,32.89874745231444,Chokwe,Light vegetation
-24.489364016194994,33.057665315921945,Chokwe,Light vegetation
-24.48996558484274,33.05960266242568,Chokwe,Light vegetation
-24.484671521306556,33.05944100938802,Chokwe,Light vegetation
-24.48419749367629,33.06345584977166,Chokwe,Light vegetation
-24.489694184412002,33.068564090646774,Chokwe,Light vegetation
-24.487341131336834,33.07075992576029,Chokwe,Light vegetation
-24.4831849369383,33.07178631774333,Chokwe,Light vegetation
-24.488063638526672,33.07862661366069,Chokwe,Light vegetation
-24.49028258771411,33.07452434484,Chokwe,Light vegetation
-24.49190687249047,33.06858636608065,Chokwe,Light vegetation
-24.492527820132736,33.063351048773505,Chokwe,Light vegetation
-24.495807982402013,33.07511605851542,Chokwe,Light vegetation
-24.497422703936298,33.07382145265803,Chokwe,Light vegetation
-24.492013233436353,33.08357535269852,Chokwe,Light vegetation
-24.498954551707733,33.07898531267648,Chokwe,Light vegetation
-24.50289362214567,33.078175347685324,Chokwe,Light vegetation
-24.543659166050446,33.15014055757029,Chokwe,Light vegetation
-24.544040032678655,33.15374162301564,Chokwe,Light vegetation
-24.545621767350642,33.07808213448427,Chokwe,Light vegetation
-24.556989799565734,33.00064882241093,Chokwe,Light vegetation
-24.556724810362898,32.996507137782785,Chokwe,Light vegetation
-24.542054332190286,32.930832774198436,Chokwe,Light vegetation
-24.543386131206233,32.92629401531181,Chokwe,Light vegetation
-24.546866144250732,32.931658191329156,Chokwe,Light vegetation
-24.547350283371156,32.92016228063663,Chokwe,Light vegetation
-24.549081362764554,32.93111182146179,Chokwe,Light vegetation
-24.553204581700356,32.93344898123995,Chokwe,Light vegetation
-24.55232304423391,32.93561620612398,Chokwe,Light vegetation
-24.55078440432006,32.93417496581331,Chokwe,Light vegetation
-24.55157487104486,32.93158216376558,Chokwe,Light vegetation
-24.553785504924754,32.93004487955977,Chokwe,Light vegetation
-24.556084712170062,32.930035931235224,Chokwe,Light vegetation
-24.55306594773674,32.92412487766965,Chokwe,Light vegetation
-24.543476247027193,32.84722602112154,Chokwe,Light vegetation
-24.66584446459946,32.99964434851347,Chokwe,Light vegetation
-24.66867912464387,32.99790325546108,Chokwe,Light vegetation
-24.671437405604145,33.00906918800933,Chokwe,Light vegetation
-24.672577956121422,33.00353610559832,Chokwe,Light vegetation
-24.674884334283306,33.00649387879837,Chokwe,Light vegetation
-24.675077706763336,33.01067934469589,Chokwe,Light vegetation
-24.66479022122695,32.92847869521608,Chokwe,Light vegetation
-24.664937408209834,32.93245133515243,Chokwe,Light vegetation
-24.66786173056816,32.934632779109634,Chokwe,Light vegetation
-24.667953127754988,32.931261372259634,Chokwe,Light vegetation
-24.668064594668078,32.926205922533946,Chokwe,Light vegetation
-24.670683582281228,32.92476355232556,Chokwe,Light vegetation
-24.67112357728275,32.928320945464854,Chokwe,Light vegetation
-24.671405218958107,32.93253019595413,Chokwe,Light vegetation
-24.674511533937586,32.93040375072304,Chokwe,Light vegetation
-24.67433002805424,32.934811709373406,Chokwe,Light vegetation
-24.67777141278073,32.932577400297745,Chokwe,Light vegetation
-24.67685088388134,33.07252852640016,Chokwe,Light vegetation
-18.08465675156141,33.1896754233842,Catandica,Cropland rainfed
-18.10429081155375,33.187632644141246,Catandica,Cropland rainfed
-18.104727118422304,33.188846107319215,Catandica,Cropland rainfed
-18.18047441346197,33.206676124814976,Catandica,Cropland rainfed
-18.18159219462083,33.20594521495988,Catandica,Cropland rainfed
-18.18383146959591,33.20812694858575,Catandica,Cropland rainfed
-18.18411773338155,33.20187533778121,Catandica,Cropland rainfed
-18.18393751325808,33.200823576738784,Catandica,Cropland rainfed
-18.183856423701577,33.19689787861741,Catandica,Cropland rainfed
-18.186975899149907,33.19909231264281,Catandica,Cropland rainfed
-18.186571026921534,33.20495194049307,Catandica,Cropland rainfed
-18.18700033468356,33.20683682071835,Catandica,Cropland rainfed
-18.184720478397892,33.2087848322276,Catandica,Cropland rainfed
-18.185987907462515,33.209461901595326,Catandica,Cropland rainfed
-18.187376512150315,33.21145669591611,Catandica,Cropland rainfed
-18.18973429543236,33.204562168046174,Catandica,Cropland rainfed
-18.190362964486024,33.20954803970004,Catandica,Cropland rainfed
-18.19248773290228,33.20349037356742,Catandica,Cropland rainfed
-18.192435774254477,33.20178347207584,Catandica,Cropland rainfed
-18.19165845325175,33.1984586900882,Catandica,Cropland rainfed
-18.1961506817082,33.20539897798166,Catandica,Cropland rainfed
-18.196908227633934,33.20498055924868,Catandica,Cropland rainfed
-18.198590273884165,33.2446147461408,Catandica,Cropland rainfed
-18.20073880488615,33.24467889523851,Catandica,Cropland rainfed
-18.1993124280324,33.25337553045649,Catandica,Cropland rainfed
-18.194916884173153,33.2619909405184,Catandica,Cropland rainfed
-18.203714127472352,33.2567925783852,Catandica,Cropland rainfed
-18.202319870562963,33.269180442125275,,Cropland rainfed
-18.208292092528215,33.260370485086455,,Cropland rainfed
-18.20907868535036,33.25149979613375,Catandica,Cropland rainfed
-18.205739979485507,33.248726268679896,Catandica,Cropland rainfed
-18.215144457149744,33.260061963179155,,Cropland rainfed
-18.21481524615038,33.26202365047166,,Cropland rainfed
-18.213922612843056,33.25911302478341,,Cropland rainfed
-18.1967842331879,33.25386503957375,Catandica,Cropland rainfed
-18.193638922687118,33.25561487428839,Catandica,Cropland rainfed
-18.191648003821353,33.25885418375043,Catandica,Cropland rainfed
-18.19068161623858,33.19633341272252,Catandica,Cropland rainfed
-18.832073526817375,33.03321937332131,Manica,Cropland rainfed
-18.8314096855468,33.033491559375285,Manica,Cropland rainfed
-18.833279905689437,33.035849020818844,Manica,Cropland rainfed
-18.832971434170258,33.03630339006362,Manica,Cropland rainfed
-18.83895650536056,33.0455879111985,Manica,Cropland rainfed
-18.839305171397285,33.045144183183275,Manica,Cropland rainfed
-18.952923761528286,32.963896310998635,Manica,Cropland rainfed
-18.962730220064476,32.9746422014194,Manica,Cropland rainfed
-18.960408305086716,32.9758204489381,Manica,Cropland rainfed
-19.013478030594406,32.997859268671064,,Cropland rainfed
-19.01726362455682,32.996453802984846,,Cropland rainfed
-19.020761862817256,33.0024216683057,,Cropland rainfed
-19.021272369776227,33.00083473357297,,Cropland rainfed
-19.020958855602125,33.00076132744027,,Cropland rainfed
-19.022027118670593,33.011442911499906,Manica,Cropland rainfed
-18.942543699578543,33.107839631888396,Manica,Cropland rainfed
-18.94073761459622,33.09792912720938,Manica,Cropland rainfed
-18.939806454537777,33.10092039765439,Manica,Cropland rainfed
-18.941024276365333,33.09494691331177,Manica,Cropland rainfed
-18.939527202333398,33.09657677651985,Manica,Cropland rainfed
-18.941753971096844,33.091004476870985,Manica,Cropland rainfed
-18.941291695170456,33.09340051117492,Manica,Cropland rainfed
-18.93535638475306,33.09899191841794,Manica,Cropland rainfed
-18.93248950305857,33.10242366706613,Manica,Cropland rainfed
-18.92716076633823,33.101747867584386,Manica,Cropland rainfed
-18.92254104402647,33.10417031892031,Manica,Cropland rainfed
-18.93382901873527,33.12607524687411,Manica,Cropland rainfed
-18.933996173149097,33.12374127239248,Manica,Cropland rainfed
-18.91689033104202,33.119984930220255,Manica,Cropland rainfed
-18.94995817802515,33.19094162146822,Manica,Cropland rainfed
-18.953551493465767,33.1855192129967,Manica,Cropland rainfed
-18.959199404935017,33.18336674673643,Manica,Cropland rainfed
-19.013717866928026,33.14850535389222,Manica,Cropland rainfed
-19.01506158295897,33.14285329030163,Manica,Cropland rainfed
-19.018376168003485,33.15336756949403,Manica,Cropland rainfed
-19.014566709697934,33.154580992268194,Manica,Cropland rainfed
-19.017880014314052,33.086638621029095,Manica,Cropland rainfed
-24.37291378536933,32.9574473298127,Chokwe,Cropland rainfed
-24.373969763239057,33.04864728315602,Chokwe,Cropland rainfed
-24.37663304943391,33.04255853849058,Chokwe,Cropland rainfed
-24.432749422904603,33.161723272105476,Chokwe,Cropland rainfed
-24.431493965109084,33.0806831170061,Chokwe,Cropland rainfed
-24.426538392797514,33.00687000459582,Chokwe,Cropland rainfed
-24.426151469691064,33.002703968201786,Chokwe,Cropland rainfed
-24.426539935312725,32.92497568542941,Chokwe,Cropland rainfed
-24.429766082345633,32.93106316163367,Chokwe,Cropland rainfed
-24.428684154149103,32.92317638134001,Chokwe,Cropland rainfed
-24.43623298474193,32.927198914955156,Chokwe,Cropland rainfed
-24.436614595888557,32.92254224663446,Chokwe,Cropland rainfed
-24.432965378182416,32.85325317912894,Chokwe,Cropland rainfed
-24.47193224180185,32.94265585075273,Chokwe,Cropland rainfed
-24.48938991294972,33.03128634099902,Chokwe,Cropland rainfed
-24.489960177176805,33.035067629753016,Chokwe,Cropland rainfed
-24.48659357544494,33.03362460821578,Chokwe,Cropland rainfed
-24.486796386530617,33.03755344075507,Chokwe,Cropland rainfed
-24.489430827980698,33.03982364334269,Chokwe,Cropland rainfed
-24.486112876623046,33.04168997375487,Chokwe,Cropland rainfed
-24.482676337488645,33.04014238356043,Chokwe,Cropland rainfed
-24.483246720322754,33.04396547096479,Chokwe,Cropland rainfed
-24.48662554435659,33.04567604719747,Chokwe,Cropland rainfed
-24.493064702385833,33.04541395298143,Chokwe,Cropland rainfed
-24.49383414315286,33.04296550001023,Chokwe,Cropland rainfed
-24.500261384169292,33.07007018896225,Chokwe,Cropland rainfed
-24.503401081385924,33.07292256769924,Chokwe,Cropland rainfed
-24.504318635447078,33.06582356831014,Chokwe,Cropland rainfed
-24.50298839194748,33.06432866042571,Chokwe,Cropland rainfed
-24.501583096186017,33.0592353201098,Chokwe,Cropland rainfed
-24.50063757475974,33.062799808735484,Chokwe,Cropland rainfed
-24.499539715206886,33.06227339945468,Chokwe,Cropland rainfed
-24.486842633914925,33.12106821266314,Chokwe,Cropland rainfed
-24.547211327551544,33.15242102577042,Chokwe,Cropland rainfed
-24.55033280248337,33.14862437786836,Chokwe,Cropland rainfed
-24.55162963534624,33.14586230456871,Chokwe,Cropland rainfed
-24.544290890875313,32.922076816860724,Chokwe,Cropland rainfed
-24.558412000895064,32.9282647152544,Chokwe,Cropland rainfed
-24.603568858319857,32.95985299108213,Chokwe,Cropland rainfed
-24.603621634305583,32.963529775222,Chokwe,Cropland rainfed
-24.60357239727771,32.97011112781756,Chokwe,Cropland rainfed
-24.607163988398945,33.033091663128026,Chokwe,Cropland rainfed
-24.61144681399082,33.03193862735741,Chokwe,Cropland rainfed
-24.6131187656326,33.033303873689185,Chokwe,Cropland rainfed
-24.67563998222811,33.001933671331024,Chokwe,Cropland rainfed
-24.675753751925917,32.99751380778414,Chokwe,Cropland rainfed
-25.13440875382606,33.6847176396699,Xai-Xai,Dense vegetation
-25.130673282675986,33.68238967399235,Xai-Xai,Light vegetation
-25.131574697248,33.68711393825187,Xai-Xai,Light vegetation
-25.12785584429512,33.68018767869261,Xai-Xai,Light vegetation
-25.128223860492465,33.683877337965626,Xai-Xai,Light vegetation
-25.127684935414607,33.68878130326965,Xai-Xai,Light vegetation
-25.124772722843677,33.68327087673261,Xai-Xai,Light vegetation
-25.124177597771002,33.68619028603243,Xai-Xai,Light vegetation
-25.12097317984217,33.684465013056155,Xai-Xai,Cropland rainfed
-25.12447355315821,33.69017360246523,Xai-Xai,Cropland rainfed
-25.12459481886766,33.69506941434196,Xai-Xai,Cropland rainfed
-25.12113224548481,33.693067414587006,Xai-Xai,Cropland rainfed
-25.120934842347665,33.68889791476263,Xai-Xai,Cropland rainfed
-25.13726701951377,33.611735360256866,Xai-Xai,Cropland irrigated 2
-25.137223557986335,33.61637461830252,Xai-Xai,Dense vegetation
-25.134235449569054,33.614410992045805,Xai-Xai,Grassland
-25.12979976756307,33.61674998473019,Xai-Xai,Grassland
-25.12804791391063,33.62345439952631,Xai-Xai,Dense vegetation
-25.12695236679735,33.618746219010156,Xai-Xai,Grassland
-25.12370902557931,33.6199645992875,Xai-Xai,Grassland
-25.124170452646037,33.616932479888355,Xai-Xai,Grassland
-25.120397072423096,33.61366430453968,Xai-Xai,Grassland
-25.123531949840697,33.612318558448614,Xai-Xai,Grassland
-25.123238788528262,33.607476349367694,Xai-Xai,Grassland
-25.126988320405818,33.60606186975673,Xai-Xai,Grassland
-25.12747490596735,33.60984056563672,Xai-Xai,Grassland
-25.1271082690288,33.614324750180735,Xai-Xai,Grassland
-25.13002683254116,33.60752748712777,Xai-Xai,Grassland
-25.070459618322307,33.72189365605094,Xai-Xai,Cropland irrigated 2
-25.069724848204565,33.72156975376535,Xai-Xai,Cropland rainfed
-25.069683250516896,33.72596117546931,Xai-Xai,Light vegetation
-25.068147706866604,33.73143990168432,Xai-Xai,Cropland irrigated 2
-25.06267332041268,33.734750008331645,Xai-Xai,Cropland rainfed
-25.06253109468454,33.67627079769038,Xai-Xai,Building
-25.06197927169064,33.67745521703865,Xai-Xai,Building
-25.05800825133639,33.67207277020268,Xai-Xai,Building
-25.051002758976452,33.64600385007631,Xai-Xai,Building
-25.043957709537725,33.64765864559952,Xai-Xai,Building
-25.04150300759792,33.621447884231145,Xai-Xai,Cropland irrigated 2
-25.036063848623936,33.635866990790895,Xai-Xai,Building
-25.04020702885772,33.64826766730476,Xai-Xai,Water
-25.074776197812053,33.575687420303446,Xai-Xai,Water
-25.111742476722842,33.537652205631716,Xai-Xai,Water
-24.938530249791878,33.649504680831434,Xai-Xai,Water
-25.037715545845252,33.667584096610746,Xai-Xai,Cropland irrigated 2
-25.038705209522867,33.66791161260171,Xai-Xai,Cropland irrigated 2
-24.824402227066987,33.729359913181156,Xai-Xai,Dense vegetation
-24.825162515259947,33.7248798685484,Xai-Xai,Light vegetation
-24.824937065762587,33.72052464237686,Xai-Xai,Light vegetation
-24.828294033161555,33.718749026829975,Xai-Xai,Dense vegetation
-24.828346334564962,33.72280216953755,Xai-Xai,Dense vegetation
-24.828934828689142,33.72743731085166,Xai-Xai,Cropland rainfed
-24.82814943035152,33.7312819599237,Xai-Xai,Light vegetation
-24.831438563831057,33.73333834601973,Xai-Xai,Dense vegetation
-24.831631512079333,33.729201592045946,Xai-Xai,Light vegetation
-24.83148470758978,33.724499634454894,Xai-Xai,Light vegetation
-24.832009873207515,33.71637446095443,Xai-Xai,Dense vegetation
-24.835065775556675,33.719470390373175,Xai-Xai,Light vegetation
-24.834789579894945,33.722666618602545,Xai-Xai,Cropland rainfed
-24.838636223410145,33.72121154724022,Xai-Xai,Dense vegetation
-24.838489031643178,33.72521167109439,Xai-Xai,Light vegetation
-24.838632992892936,33.727726163344144,Xai-Xai,Dense vegetation
-25.077729474100458,33.655535784194534,Xai-Xai,Grassland
-25.073660493029834,33.64836112813803,Xai-Xai,Grassland
-25.073604026140703,33.644521253531735,Xai-Xai,Cropland irrigated 2
-25.07056043920382,33.64694891492781,Xai-Xai,Grassland
-25.06979838381521,33.64239654968612,Xai-Xai,Grassland
-25.06706604171187,33.644364650030155,Xai-Xai,Cropland irrigated 2
-25.066917604564622,33.648591156774565,Xai-Xai,Grassland
-25.063907316383613,33.646577334608416,Xai-Xai,Cropland irrigated 2
-25.056205359649354,33.63670023934676,Xai-Xai,Cropland irrigated 2
-25.05603203394794,33.6389968101294,Xai-Xai,Cropland irrigated 2
-25.05522612205573,33.64029137454953,Xai-Xai,Cropland irrigated 2
-25.054909416011494,33.64111655376427,Xai-Xai,Cropland irrigated 2
-25.05379339282638,33.643188812393205,Xai-Xai,Cropland irrigated 2
-25.052837539374586,33.64438840125825,Xai-Xai,Cropland irrigated 2
-25.032268621025732,33.631142860452464,Xai-Xai,Cropland irrigated 2
-25.046715225520884,33.66404873522276,Xai-Xai,Cropland irrigated 2
-25.04572806782411,33.663655140676006,Xai-Xai,Cropland irrigated 2
-25.04261513518211,33.662343441025676,Xai-Xai,Cropland irrigated 2
-25.042599672037387,33.66376506125062,Xai-Xai,Cropland irrigated 2
-25.042507565091945,33.664521669603374,Xai-Xai,Cropland irrigated 2
-25.042197162229044,33.66565968398652,Xai-Xai,Cropland irrigated 2
-25.04187914161646,33.666761161427495,Xai-Xai,Cropland irrigated 2
-25.04125418969531,33.66861817469334,Xai-Xai,Cropland irrigated 2
-25.03874678117521,33.66552523192771,Xai-Xai,Cropland irrigated 2
-25.04591758917055,33.667576091699466,Xai-Xai,Cropland irrigated 2
-25.04690390487287,33.6679439840727,Xai-Xai,Cropland irrigated 2
-25.047548133472898,33.66922517982429,Xai-Xai,Cropland irrigated 2
-25.04707622363441,33.67087007094333,Xai-Xai,Cropland irrigated 2
-25.045924301871203,33.66832473491512,Xai-Xai,Cropland irrigated 1
-25.04546529943118,33.66815188128114,Xai-Xai,Cropland irrigated 1
-25.04535788798182,33.670191864617706,Xai-Xai,Cropland irrigated 1
-25.04385980635548,33.669024103884766,Xai-Xai,Cropland irrigated 2
-25.043853946557494,33.67006938972233,Xai-Xai,Cropland irrigated 2
-25.044005857191202,33.67129154248387,Xai-Xai,Cropland irrigated 2
-25.043688226897793,33.67226270019615,Xai-Xai,Cropland irrigated 1
-25.042870433608556,33.67191366358433,Xai-Xai,Cropland irrigated 2
-25.04294619336512,33.67307794892112,Xai-Xai,Cropland irrigated 1
-25.045117273546612,33.67393311462354,Xai-Xai,Cropland irrigated 2
-25.04493499122033,33.67443445691278,Xai-Xai,Cropland irrigated 1
-25.04278716501327,33.67521628494065,Xai-Xai,Cropland irrigated 2
-25.041979097916126,33.67461747338442,Xai-Xai,Cropland irrigated 2
-25.030296098345143,33.69568279057309,Xai-Xai,Cropland irrigated 1
-25.0307279379714,33.69661242273517,Xai-Xai,Cropland irrigated 2
-25.029990583890488,33.69956993731081,Xai-Xai,Cropland irrigated 1
-25.029165306970913,33.69978701197452,Xai-Xai,Cropland irrigated 2
-25.02893783167904,33.70054935041654,Xai-Xai,Cropland irrigated 1
-25.02920373599613,33.701948116515325,Xai-Xai,Cropland irrigated 1
-25.02841959925769,33.70223622730671,Xai-Xai,Cropland irrigated 1
-25.027947809423228,33.70367450785992,Xai-Xai,Cropland irrigated 2
-25.028230521156686,33.70431430946902,Xai-Xai,Cropland irrigated 2
-25.02811180092984,33.704775033602786,Xai-Xai,Cropland irrigated 2
-25.027091674958463,33.70480859441358,Xai-Xai,Plantation
-25.017660101758672,33.721084520397866,Xai-Xai,Cropland irrigated 2
-25.0164819136533,33.72220499018809,Xai-Xai,Cropland irrigated 1
-25.015559201931474,33.72325471285387,Xai-Xai,Cropland irrigated 2
-25.015309561173726,33.72376393302621,Xai-Xai,Cropland irrigated 2
-25.013152993548402,33.72131943638509,Xai-Xai,Cropland irrigated 1
-25.013319477788514,33.7218794954518,Xai-Xai,Cropland irrigated 2
-25.01301841312382,33.72220935861201,Xai-Xai,Cropland irrigated 1
-25.01381240008814,33.722162190184235,Xai-Xai,Cropland irrigated 1
-25.014719896847257,33.72501197421565,Xai-Xai,Cropland irrigated 1
-25.013911402280137,33.72759976518644,Xai-Xai,Cropland irrigated 2
-25.012724730380057,33.72833343142988,Xai-Xai,Cropland irrigated 2
-25.01191163046386,33.72776523124358,Xai-Xai,Cropland irrigated 2
-25.01115148787175,33.72875041736565,Xai-Xai,Cropland irrigated 1
-25.01189477733804,33.72588290838009,Xai-Xai,Cropland irrigated 2
-25.009953322202943,33.727118171838505,Xai-Xai,Cropland irrigated 2
-25.008667130298477,33.7270775477341,Xai-Xai,Cropland irrigated 2
-25.008408802449853,33.72584811128434,Xai-Xai,Grassland
-25.008008959174433,33.72636189503601,Xai-Xai,Cropland irrigated 1
-25.00746979066157,33.72745468570119,Xai-Xai,Cropland irrigated 2
-25.00738029147038,33.728208253139464,Xai-Xai,Cropland irrigated 2
-25.04666476773958,33.71159434341004,Xai-Xai,Cropland irrigated 2
-25.04801382276174,33.713282175070105,Xai-Xai,Cropland irrigated 2
-25.04927241193235,33.71263501277683,Xai-Xai,Cropland irrigated 2
-25.050033114910722,33.71288714345281,Xai-Xai,Cropland irrigated 2
-25.013112356836757,33.75574933109632,Xai-Xai,Light vegetation
-25.012488439106882,33.759472691161704,Xai-Xai,Light vegetation
-25.016058489385408,33.76158594152173,Xai-Xai,Cropland rainfed
-25.01586482844959,33.76593709565802,Xai-Xai,Cropland rainfed
-25.01626979052246,33.77047229558984,Xai-Xai,Cropland rainfed
-25.01284984439581,33.772518260876865,Xai-Xai,Light vegetation
-25.012825057491536,33.7680924375225,Xai-Xai,Cropland rainfed
-25.01278933459591,33.76390657404749,Xai-Xai,Cropland rainfed
-25.009264253719344,33.75746886167751,Xai-Xai,Cropland rainfed
-25.009413782905312,33.76197408982994,Xai-Xai,Cropland rainfed
-25.009758903148434,33.765667553256755,Xai-Xai,Cropland rainfed
-25.009306682130045,33.77005904170006,Xai-Xai,Cropland rainfed
-25.009053876786716,33.7733106288911,Xai-Xai,Cropland irrigated 2
-25.009579266068833,33.77639675914098,Xai-Xai,Cropland irrigated 2
-25.00941247387156,33.77610087739005,Xai-Xai,Cropland irrigated 2
-25.00890540267825,33.77620978167853,Xai-Xai,Cropland irrigated 2
-25.00873795085299,33.77572560078359,Xai-Xai,Cropland irrigated 2
-25.00902444523415,33.77522511446459,Xai-Xai,Cropland irrigated 2
-25.00831471293476,33.77533010641792,Xai-Xai,Cropland irrigated 2
-25.008844404356303,33.774552868575796,Xai-Xai,Cropland irrigated 2
-25.00879416733676,33.77390275315474,Xai-Xai,Cropland irrigated 2
-25.00833932063603,33.772349132936974,Xai-Xai,Cropland irrigated 2
-25.008200795197432,33.77233698740256,Xai-Xai,Cropland irrigated 2
-25.007606000644866,33.772929678647955,Xai-Xai,Cropland irrigated 2
-25.006628748634046,33.7732440146929,Xai-Xai,Cropland irrigated 2
-25.00611621938546,33.77173917274616,Xai-Xai,Grassland
-25.006087506205713,33.77229224325795,Xai-Xai,Grassland
-25.005810627751735,33.77000970706959,Xai-Xai,Cropland irrigated 2
-25.005672980304002,33.76943918932397,Xai-Xai,Cropland irrigated 2
-25.006175661964868,33.76845895142512,Xai-Xai,Grassland
-25.004867329700897,33.76827954286423,Xai-Xai,Cropland irrigated 2
-25.00436607663687,33.76928174770056,Xai-Xai,Cropland irrigated 2
-25.002998603457005,33.76594223006595,Xai-Xai,Dense vegetation
-25.004444619648215,33.764038191180205,Xai-Xai,Cropland irrigated 2
-25.00388207633668,33.76335892145067,Xai-Xai,Cropland irrigated 2
-25.003728747963834,33.762722478549456,Xai-Xai,Cropland irrigated 2
-25.00644070276041,33.76362960256307,Xai-Xai,Grassland
-25.00578233507334,33.755347657688795,Xai-Xai,Light vegetation
-25.00243667637001,33.76124994534585,Xai-Xai,Cropland irrigated 2
-25.002326543399086,33.76033174842282,Xai-Xai,Cropland irrigated 2
-25.002517125111044,33.759863071743304,Xai-Xai,Plantation
-25.003053625806817,33.758637365345805,Xai-Xai,Cropland irrigated 2
-25.002783915770003,33.752249916158725,Xai-Xai,Cropland irrigated 2
-25.001881859148266,33.751758358691845,Xai-Xai,Cropland irrigated 2
-25.00150893719168,33.75198442824313,Xai-Xai,Cropland irrigated 2
-25.001785502133917,33.750705752697264,Xai-Xai,Cropland irrigated 2
-25.002105448123306,33.74858740696614,Xai-Xai,Cropland irrigated 2
-25.00060147288791,33.74844643574485,Xai-Xai,Cropland irrigated 2
-24.999786331456967,33.7472966535893,Xai-Xai,Cropland irrigated 2
-24.998938191261708,33.74852726559974,Xai-Xai,Cropland irrigated 2
-24.999913745310813,33.74957629035621,Xai-Xai,Cropland irrigated 2
-25.000311664231884,33.752816739055724,Xai-Xai,Cropland irrigated 2
-24.99894137718858,33.75391544205506,Xai-Xai,Cropland irrigated 2
-24.997787711707726,33.75345020529749,Xai-Xai,Cropland irrigated 2
-24.989108409731983,33.72963405894185,Xai-Xai,Cropland irrigated 2
-24.988375633292755,33.73027776556042,Xai-Xai,Cropland irrigated 2
-24.98788527662116,33.730147944173005,Xai-Xai,Cropland irrigated 2
-24.98775466522028,33.72882464449034,Xai-Xai,Cropland irrigated 2
-24.988080379705,33.728028064726196,Xai-Xai,Cropland irrigated 2
-24.988059025643544,33.72728446968729,Xai-Xai,Cropland irrigated 2
-24.98667595499883,33.725680444921245,Xai-Xai,Cropland irrigated 2
-24.98596925796552,33.72586889518265,Xai-Xai,Cropland irrigated 2
-24.98529804687217,33.724967627221645,Xai-Xai,Cropland irrigated 2
-24.964801901684638,33.71604421202755,Xai-Xai,Cropland irrigated 2
-24.958953303180596,33.7272209218058,Xai-Xai,Cropland irrigated 2
-24.95854928235021,33.72854441997415,Xai-Xai,Cropland irrigated 2
-24.95870909065313,33.729209536667405,Xai-Xai,Cropland irrigated 2
-24.955324559037773,33.72561675132293,Xai-Xai,Cropland irrigated 2
-24.955407171909805,33.72632792981404,Xai-Xai,Cropland irrigated 2
-24.955571143233936,33.724682518184174,Xai-Xai,Cropland irrigated 2
-24.95589500963382,33.72155532840594,Xai-Xai,Cropland irrigated 2
-24.954918389190873,33.72034249904861,Xai-Xai,Cropland irrigated 2
-24.95232941598417,33.72293648900264,Xai-Xai,Cropland irrigated 2
-24.952858225350337,33.72779591916611,Xai-Xai,Cropland irrigated 2
-24.95343041288969,33.73191446338644,Xai-Xai,Cropland irrigated 2
-25.0197066073565,33.64186707901182,Xai-Xai,Cropland irrigated 2
-25.02053465388067,33.640895468153474,Xai-Xai,Cropland irrigated 2
-25.022483766505715,33.63954104817263,Xai-Xai,Cropland irrigated 2
-25.024119026846545,33.643644294887224,Xai-Xai,Cropland irrigated 2
-25.0240039744834,33.63906312325831,Xai-Xai,Cropland irrigated 2
-25.037941893113526,33.66134990742573,Xai-Xai,Water
-25.01449498775346,33.607847216678394,Xai-Xai,Cropland irrigated 1
-25.010239974898134,33.617874318007296,Xai-Xai,Light vegetation
-25.00774325217801,33.612053516755125,Xai-Xai,Light vegetation
-25.0036370260242,33.61735452811384,Xai-Xai,Light vegetation
-25.004137959850905,33.614344267427946,Xai-Xai,Light vegetation
-25.00392406595115,33.60916406493502,Xai-Xai,Light vegetation
-25.020111395629453,33.593774561189186,Xai-Xai,Cropland irrigated 1
-25.020616824620486,33.59218186734514,Xai-Xai,Cropland irrigated 1
-25.016513501864868,33.587664508954205,Xai-Xai,Grassland
-25.01576380892337,33.58618967064913,Xai-Xai,Grassland
-25.020073278518947,33.58536694421396,Xai-Xai,Grassland
-25.02339983031817,33.58270951681002,Xai-Xai,Grassland
-25.023275002385603,33.5760697847779,Xai-Xai,Grassland
-25.024212820614324,33.57328181928778,Xai-Xai,Grassland
-25.026246512437744,33.57236090052392,Xai-Xai,Grassland
-25.0283213699801,33.56958675725332,Xai-Xai,Grassland
-25.03350144650874,33.57920704192452,Xai-Xai,Cropland irrigated 2
-25.0360557412328,33.58150699487436,Xai-Xai,Grassland
-25.028367229821598,33.583045753073485,Xai-Xai,Grassland
-25.028978633598193,33.58548391636513,Xai-Xai,Grassland
-25.027264631168773,33.58667169899076,Xai-Xai,Grassland
-25.02623707651917,33.58638758330509,Xai-Xai,Grassland
